locus_SNP	locus	gRNA	cisGene	MASTcpmdetvalue	FDR
rs10933	PBRM1	PBRM1_1_gene	NISCH	0.7223956392678	1
rs10933	PBRM1	PBRM1_1_gene	SMIM4	0.461010701746575	1
rs10933	PBRM1	PBRM1_1_gene	GLT8D1	0.295259046625239	1
rs10933	PBRM1	PBRM1_1_gene	NEK4	0.051284835378955	1
rs10933	PBRM1	PBRM1_1_gene	GNL3	0.792716722035098	1
rs10933	PBRM1	PBRM1_1_gene	SPCS1	0.984550946129325	1
rs10933	PBRM1	PBRM1_1_gene	TMEM110-MUSTN1	1	1
rs10933	PBRM1	PBRM1_1_gene	ITIH4	0.845533390522524	1
rs10933	PBRM1	PBRM1_1_gene	ITIH3	1	1
rs10933	PBRM1	PBRM1_1_gene	MIR8064	1	1
rs10933	PBRM1	PBRM1_1_gene	MUSTN1	1	1
rs10933	PBRM1	PBRM1_2_gene	PBRM1	0.148672994904469	1
rs10933	PBRM1	PBRM1_2_gene	ITIH1	1	1
rs10933	PBRM1	PBRM1_2_gene	NT5DC2	0.144451313795539	1
rs10933	PBRM1	PBRM1_2_gene	STAB1	1	1
rs10933	PBRM1	PBRM1_2_gene	NISCH	0.972685522075507	1
rs10933	PBRM1	PBRM1_2_gene	SMIM4	0.958206111526926	1
rs10933	PBRM1	PBRM1_2_gene	GLT8D1	0.828607551671512	1
rs10933	PBRM1	PBRM1_2_gene	NEK4	0.837086056049029	1
rs10933	PBRM1	PBRM1_2_gene	GNL3	0.912632806410609	1
rs10933	PBRM1	PBRM1_2_gene	SPCS1	0.991296215167982	1
rs10933	PBRM1	PBRM1_2_gene	TMEM110-MUSTN1	1	1
rs10933	PBRM1	PBRM1_2_gene	ITIH4	0.308945966636119	1
rs10933	PBRM1	PBRM1_2_gene	ITIH3	1	1
rs10933	PBRM1	PBRM1_2_gene	MIR8064	1	1
rs10933	PBRM1	PBRM1_2_gene	MUSTN1	1	1
rs10933	PBRM1	PBRM1_3_gene	PBRM1	0.339109540794248	1
rs10933	PBRM1	PBRM1_3_gene	ITIH1	1	1
rs10933	PBRM1	PBRM1_3_gene	NT5DC2	0.0475938268424873	1
rs10933	PBRM1	PBRM1_3_gene	STAB1	1	1
rs10933	PBRM1	PBRM1_3_gene	NISCH	0.789743665930939	1
rs10933	PBRM1	PBRM1_3_gene	SMIM4	0.795366455358875	1
rs10933	PBRM1	PBRM1_3_gene	GLT8D1	0.44365172038667	1
rs10933	PBRM1	PBRM1_3_gene	NEK4	0.359561321683831	1
rs10933	PBRM1	PBRM1_3_gene	GNL3	0.0354886004654268	1
rs10933	PBRM1	PBRM1_3_gene	SPCS1	0.750797008093556	1
rs10933	PBRM1	PBRM1_3_gene	TMEM110-MUSTN1	1	1
rs10933	PBRM1	PBRM1_3_gene	ITIH4	0.84869411402742	1
rs10933	PBRM1	PBRM1_3_gene	ITIH3	1	1
rs10933	PBRM1	PBRM1_3_gene	MIR8064	1	1
rs10933	PBRM1	PBRM1_3_gene	MUSTN1	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	DHX35	0.586918108153604	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	SLC32A1	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	PPP1R16B	0.952136444376101	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	ARHGAP40	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	ACTR5	0.704375185842536	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	FAM83D	0.699725392218341	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	DHX35	0.58700729820969	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	SLC32A1	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	PPP1R16B	0.393325931950794	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	ARHGAP40	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	ACTR5	0.989058891543129	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	FAM83D	0.910227806089933	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	DHX35	0.644507238558939	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	SLC32A1	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	PPP1R16B	0.670236293425422	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	ARHGAP40	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	ACTR5	0.400680028934304	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	FAM83D	0.00123442455167782	1
