locus_SNP	locus	gRNA	cisGene	MASTcpmdetvalue	FDR
rs12716973	KCTD13	KCTD13_3_gene	LAT	0.174951115539393	1
rs12716973	KCTD13	KCTD13_3_gene	NPIPB11	1	1
rs12716973	KCTD13	KCTD13_3_gene	BOLA2	0.420408728028856	1
rs12716973	KCTD13	KCTD13_3_gene	BOLA2B	0.975262958694254	1
rs12716973	KCTD13	KCTD13_3_gene	SLX1A	0.595096405126733	1
rs12716973	KCTD13	KCTD13_3_gene	SLX1B	0.114793284310457	1
rs12716973	KCTD13	KCTD13_3_gene	SLX1A-SULT1A3	1	1
rs12716973	KCTD13	KCTD13_3_gene	SLX1B-SULT1A4	1	1
rs12716973	KCTD13	KCTD13_3_gene	SULT1A4	1	1
rs12716973	KCTD13	KCTD13_3_gene	SULT1A3	0.855787697333252	1
rs12716973	KCTD13	KCTD13_3_gene	MIR3680-1	1	1
rs12716973	KCTD13	KCTD13_3_gene	MIR3680-2	1	1
rs12716973	KCTD13	KCTD13_3_gene	SPN	1	1
rs12716973	KCTD13	KCTD13_3_gene	QPRT	0.788505325111985	1
rs12716973	KCTD13	KCTD13_3_gene	C16orf54	1	1
rs12716973	KCTD13	KCTD13_3_gene	ZG16	1	1
rs12716973	KCTD13	KCTD13_3_gene	KIF22	0.0471761751598	1
rs12716973	KCTD13	KCTD13_3_gene	MAZ	0.864743085815747	1
rs12716973	KCTD13	KCTD13_3_gene	PRRT2	0.322391241634634	1
rs12716973	KCTD13	KCTD13_3_gene	PAGR1	0.928354889990146	1
rs12716973	KCTD13	KCTD13_3_gene	MVP	0.208257558481061	1
rs12716973	KCTD13	KCTD13_3_gene	CDIPT	0.647785668871499	1
rs12716973	KCTD13	KCTD13_3_gene	ASPHD1	0.0960500057558004	1
rs12716973	KCTD13	KCTD13_3_gene	KCTD13	0.555018066902493	1
rs12716973	KCTD13	KCTD13_3_gene	TMEM219	0.92364909155112	1
rs12716973	KCTD13	KCTD13_3_gene	TAOK2	0.593940871981116	1
rs12716973	KCTD13	KCTD13_3_gene	HIRIP3	0.562635061737957	1
rs12716973	KCTD13	KCTD13_3_gene	DOC2A	0.226478184140193	1
rs12716973	KCTD13	KCTD13_3_gene	C16orf92	1	1
rs12716973	KCTD13	KCTD13_3_gene	FAM57B	0.299273135150569	1
rs12716973	KCTD13	KCTD13_3_gene	ALDOA	0.627959784293003	1
rs12716973	KCTD13	KCTD13_3_gene	PPP4C	0.819008527563462	1
rs12716973	KCTD13	KCTD13_3_gene	TBX6	1	1
rs12716973	KCTD13	KCTD13_3_gene	YPEL3	0.0189575843163627	1
rs12716973	KCTD13	KCTD13_3_gene	GDPD3	1	1
rs12716973	KCTD13	KCTD13_3_gene	MAPK3	0.94125898830819	1
rs12716973	KCTD13	KCTD13_3_gene	CORO1A	0.566791662501099	1
rs12716973	KCTD13	KCTD13_3_gene	CD2BP2	0.918674874013444	1
rs12716973	KCTD13	KCTD13_3_gene	TBC1D10B	0.0630989978055089	1
rs12716973	KCTD13	KCTD13_3_gene	MYLPF	0.50762742674949	1
rs12716973	KCTD13	KCTD13_3_gene	SEPT1	0.984576939341396	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF771	0.829656924858745	1
rs12716973	KCTD13	KCTD13_3_gene	DCTPP1	0.503106684257665	1
rs12716973	KCTD13	KCTD13_3_gene	SEPHS2	0.0321990165041083	1
rs12716973	KCTD13	KCTD13_3_gene	ITGAL	1	1
rs12716973	KCTD13	KCTD13_3_gene	MIR4518	1	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF768	0.53038920043828	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF747	0.77654272785372	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF764	0.715967755979233	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF688	0.878858800149762	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF785	0.766587225112446	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF689	0.196758670673587	1
rs12716973	KCTD13	KCTD13_3_gene	PRR14	0.502041312770467	1
rs12716973	KCTD13	KCTD13_3_gene	SRCAP	0.366048719479783	1
rs12716973	KCTD13	KCTD13_3_gene	TMEM265	1	1
rs12716973	KCTD13	KCTD13_3_gene	PHKG2	0.919397117781035	1
rs12716973	KCTD13	KCTD13_3_gene	CCDC189	0.39764913312856	1
rs12716973	KCTD13	KCTD13_3_gene	RNF40	0.224630293597353	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF629	0.198417784026346	1
rs12716973	KCTD13	KCTD13_3_gene	BCL7C	0.469322027947847	1
rs12716973	KCTD13	KCTD13_3_gene	MIR4519	1	1
rs12716973	KCTD13	KCTD13_3_gene	MIR762	1	1
rs12716973	KCTD13	KCTD13_3_gene	CTF1	0.388686559595854	1
rs12716973	KCTD13	KCTD13_3_gene	FBXL19	0.911434954002332	1
rs2192932	KMT2E	KMT2E_1_gene	ORC5	0.448155129173877	1
rs2192932	KMT2E	KMT2E_1_gene	SRPK2	0.743554492254239	1
rs2192932	KMT2E	KMT2E_1_gene	LHFPL3	1	1
rs2192932	KMT2E	KMT2E_1_gene	KMT2E	0.489448107936897	1
rs2192932	KMT2E	KMT2E_1_gene	PUS7	0.797108794830514	1
rs2192932	KMT2E	KMT2E_1_gene	ATXN7L1	0.864012683039302	1
rs2192932	KMT2E	KMT2E_1_gene	CDHR3	0.923973686173021	1
rs2192932	KMT2E	KMT2E_1_gene	LHFPL3-AS2	1	1
rs2192932	KMT2E	KMT2E_1_gene	RINT1	0.491330276593264	1
rs2192932	KMT2E	KMT2E_1_gene	EFCAB10	0.863324700101508	1
rs2192932	KMT2E	KMT2E_2_gene	ORC5	0.658820498807425	1
rs2192932	KMT2E	KMT2E_2_gene	SRPK2	0.329772828998052	1
rs2192932	KMT2E	KMT2E_2_gene	LHFPL3	1	1
rs2192932	KMT2E	KMT2E_2_gene	KMT2E	0.678314658427128	1
rs2192932	KMT2E	KMT2E_2_gene	PUS7	0.30662397443028	1
rs2192932	KMT2E	KMT2E_2_gene	ATXN7L1	0.794459162304409	1
rs2192932	KMT2E	KMT2E_2_gene	CDHR3	0.640845967621801	1
rs2192932	KMT2E	KMT2E_2_gene	LHFPL3-AS2	1	1
rs2192932	KMT2E	KMT2E_2_gene	RINT1	0.647227495384299	1
rs2192932	KMT2E	KMT2E_2_gene	EFCAB10	0.0539068951612887	1
rs2192932	KMT2E	KMT2E_3_gene	ORC5	0.77756024240486	1
rs2192932	KMT2E	KMT2E_3_gene	SRPK2	0.855918591974229	1
rs2192932	KMT2E	KMT2E_3_gene	LHFPL3	1	1
rs2192932	KMT2E	KMT2E_3_gene	KMT2E	0.583908009571899	1
rs2192932	KMT2E	KMT2E_3_gene	PUS7	0.503946571895226	1
rs2192932	KMT2E	KMT2E_3_gene	ATXN7L1	0.973731020024788	1
rs2192932	KMT2E	KMT2E_3_gene	CDHR3	0.901049930254137	1
rs2192932	KMT2E	KMT2E_3_gene	LHFPL3-AS2	1	1
rs2192932	KMT2E	KMT2E_3_gene	RINT1	0.313204619159291	1
rs2192932	KMT2E	KMT2E_3_gene	EFCAB10	0.0500299739159037	1
rs17200916	LOC105376975	LOC105376975_1_gene	PLCL2	0.943046958952522	1
rs17200916	LOC105376975	LOC105376975_1_gene	TBC1D5	0.315186622978014	1
rs17200916	LOC105376975	LOC105376975_1_gene	SATB1	0.897080134267412	1
rs17200916	LOC105376975	LOC105376975_1_gene	MIR3714	1	1
rs17200916	LOC105376975	LOC105376975_2_gene	PLCL2	0.870815719921692	1
rs17200916	LOC105376975	LOC105376975_2_gene	TBC1D5	0.0189453269446508	1
rs17200916	LOC105376975	LOC105376975_2_gene	SATB1	0.978197783163711	1
rs17200916	LOC105376975	LOC105376975_2_gene	MIR3714	1	1
rs17200916	LOC105376975	LOC105376975_3_gene	PLCL2	0.562403522246817	1
rs17200916	LOC105376975	LOC105376975_3_gene	TBC1D5	0.602706991940004	1
rs17200916	LOC105376975	LOC105376975_3_gene	SATB1	0.599782861412129	1
rs17200916	LOC105376975	LOC105376975_3_gene	MIR3714	1	1
rs1198588	miR137	miR137_1_gene	DPYD	1	1
rs1198588	miR137	miR137_1_gene	SNX7	0.334624660362202	1
rs1198588	miR137	miR137_1_gene	MIR137HG	1	1
rs1198588	miR137	miR137_1_gene	MIR2682	1	1
rs1198588	miR137	miR137_1_gene	MIR137	1	1
rs1198588	miR137	miR137_1_gene	PLPPR5	0.296430637749302	1
rs1198588	miR137	miR137_2_gene	DPYD	0.119157742561781	1
rs1198588	miR137	miR137_2_gene	SNX7	0.377154204986755	1
rs1198588	miR137	miR137_2_gene	MIR137HG	1	1
rs1198588	miR137	miR137_2_gene	MIR2682	1	1
rs1198588	miR137	miR137_2_gene	MIR137	1	1
rs1198588	miR137	miR137_2_gene	PLPPR5	0.863594202541713	1
rs1198588	miR137	miR137_3_gene	DPYD	1	1
rs1198588	miR137	miR137_3_gene	SNX7	0.513339019095166	1
rs1198588	miR137	miR137_3_gene	MIR137HG	0.224312327181934	1
rs1198588	miR137	miR137_3_gene	MIR2682	1	1
rs1198588	miR137	miR137_3_gene	MIR137	1	1
rs1198588	miR137	miR137_3_gene	PLPPR5	0.997759065920064	1
rs324017	NAB2	NAB2_1_gene	NABP2	0.0869869165730638	1
rs324017	NAB2	NAB2_1_gene	R3HDM2	0.996006433034376	1
rs324017	NAB2	NAB2_1_gene	ERBB3	0.398971883708558	1
rs324017	NAB2	NAB2_1_gene	BAZ2A	0.935442227768202	1
rs324017	NAB2	NAB2_1_gene	TAC3	0.598530945236886	1
rs324017	NAB2	NAB2_1_gene	LRP1	0.996505791658276	1
rs324017	NAB2	NAB2_1_gene	DCTN2	0.263808237090149	1
rs324017	NAB2	NAB2_1_gene	TSFM	0.42233230315523	1
rs324017	NAB2	NAB2_1_gene	AVIL	0.045202253435154	1
rs324017	NAB2	NAB2_1_gene	PA2G4	0.898426981595816	1
rs324017	NAB2	NAB2_1_gene	RPL41	0.408431937948113	1
rs324017	NAB2	NAB2_1_gene	ZC3H10	0.706060960146083	1
rs324017	NAB2	NAB2_1_gene	ESYT1	0.321779801518717	1
rs324017	NAB2	NAB2_1_gene	MYL6B	0.395150901202696	1
rs324017	NAB2	NAB2_1_gene	MYL6	0.863804141260118	1
rs324017	NAB2	NAB2_1_gene	SMARCC2	0.284858491881927	1
rs324017	NAB2	NAB2_1_gene	RNF41	0.955137604213066	1
rs324017	NAB2	NAB2_1_gene	SLC39A5	1	1
rs324017	NAB2	NAB2_1_gene	ANKRD52	0.639976105229216	1
rs324017	NAB2	NAB2_1_gene	COQ10A	0.33517089623056	1
rs324017	NAB2	NAB2_1_gene	CS	0.311245740080443	1
rs324017	NAB2	NAB2_1_gene	CNPY2	0.374964820239211	1
rs324017	NAB2	NAB2_1_gene	PAN2	0.396827011067288	1
rs324017	NAB2	NAB2_1_gene	IL23A	1	1
rs324017	NAB2	NAB2_1_gene	STAT2	0.545385317941498	1
rs324017	NAB2	NAB2_1_gene	APOF	1	1
rs324017	NAB2	NAB2_1_gene	TIMELESS	0.736889966247262	1
rs324017	NAB2	NAB2_1_gene	MIP	1	1
rs324017	NAB2	NAB2_1_gene	SPRYD4	0.205441635226831	1
rs324017	NAB2	NAB2_1_gene	GLS2	0.385319299023744	1
rs324017	NAB2	NAB2_1_gene	RBMS2	0.468676612302395	1
rs324017	NAB2	NAB2_1_gene	PTGES3	0.0165116077471131	1
rs324017	NAB2	NAB2_1_gene	NACA	0.812463794194114	1
rs324017	NAB2	NAB2_1_gene	PRIM1	0.794410331773588	1
rs324017	NAB2	NAB2_1_gene	HSD17B6	0.3690286554219	1
rs324017	NAB2	NAB2_1_gene	SDR9C7	1	1
rs324017	NAB2	NAB2_1_gene	RDH16	0.147471184907737	1
rs324017	NAB2	NAB2_1_gene	GPR182	1	1
rs324017	NAB2	NAB2_1_gene	ZBTB39	0.730805219327814	1
rs324017	NAB2	NAB2_1_gene	STAT6	0.133336713975178	1
rs324017	NAB2	NAB2_1_gene	MYO1A	1	1
rs324017	NAB2	NAB2_1_gene	NAB2	0.0589068041278743	1
rs324017	NAB2	NAB2_1_gene	MIR1228	1	1
rs324017	NAB2	NAB2_1_gene	NXPH4	0.584993118126985	1
rs324017	NAB2	NAB2_1_gene	SHMT2	0.38080885201662	1
rs324017	NAB2	NAB2_1_gene	NDUFA4L2	0.396365704722229	1
rs324017	NAB2	NAB2_1_gene	STAC3	0.147772372548801	1
rs324017	NAB2	NAB2_1_gene	INHBC	1	1
rs324017	NAB2	NAB2_1_gene	INHBE	0.896428229760799	1
rs324017	NAB2	NAB2_1_gene	GLI1	0.246486967443367	1
rs324017	NAB2	NAB2_1_gene	ARHGAP9	0.265556379137803	1
rs324017	NAB2	NAB2_1_gene	MARS	0.0761650482537783	1
rs324017	NAB2	NAB2_1_gene	MIR6758	1	1
rs324017	NAB2	NAB2_1_gene	DDIT3	0.971664569561708	1
rs324017	NAB2	NAB2_1_gene	MIR616	1	1
rs324017	NAB2	NAB2_1_gene	MBD6	0.203158681498643	1
rs324017	NAB2	NAB2_1_gene	KIF5A	0.58719986297577	1
rs324017	NAB2	NAB2_1_gene	PIP4K2C	0.952874865521875	1
rs324017	NAB2	NAB2_1_gene	DTX3	0.116731473239779	1
rs324017	NAB2	NAB2_1_gene	ARHGEF25	0.816065473769904	1
rs324017	NAB2	NAB2_1_gene	SLC26A10	0.666671757384806	1
rs324017	NAB2	NAB2_1_gene	B4GALNT1	0.0948426415549603	1
rs324017	NAB2	NAB2_1_gene	OS9	0.770775064037423	1
rs324017	NAB2	NAB2_1_gene	AGAP2	1	1
rs324017	NAB2	NAB2_1_gene	TSPAN31	0.728887247024142	1
rs324017	NAB2	NAB2_1_gene	CDK4	0.776794855696992	1
rs324017	NAB2	NAB2_1_gene	MIR6759	1	1
rs324017	NAB2	NAB2_1_gene	MARCH9	0.874295593084765	1
rs324017	NAB2	NAB2_1_gene	CYP27B1	0.116355094349894	1
rs324017	NAB2	NAB2_1_gene	METTL1	0.29202337654519	1
rs324017	NAB2	NAB2_1_gene	CTDSP2	0.453883928736561	1
rs324017	NAB2	NAB2_1_gene	MIR26A2	1	1
rs324017	NAB2	NAB2_1_gene	ATP23	0.903503745567908	1
rs324017	NAB2	NAB2_2_gene	NABP2	0.781108735226796	1
rs324017	NAB2	NAB2_2_gene	R3HDM2	0.887098664531349	1
rs324017	NAB2	NAB2_2_gene	ERBB3	0.426068966935972	1
rs324017	NAB2	NAB2_2_gene	BAZ2A	0.289126206874497	1
rs324017	NAB2	NAB2_2_gene	TAC3	0.438042160406057	1
rs324017	NAB2	NAB2_2_gene	LRP1	0.421861017134963	1
rs324017	NAB2	NAB2_2_gene	DCTN2	0.0804926995452523	1
rs324017	NAB2	NAB2_2_gene	TSFM	0.699415099766947	1
rs324017	NAB2	NAB2_2_gene	AVIL	0.949725877176623	1
rs324017	NAB2	NAB2_2_gene	PA2G4	0.804448486706107	1
rs324017	NAB2	NAB2_2_gene	RPL41	0.816944347438294	1
rs324017	NAB2	NAB2_2_gene	ZC3H10	0.657660184931347	1
rs324017	NAB2	NAB2_2_gene	ESYT1	0.550972000831662	1
rs324017	NAB2	NAB2_2_gene	MYL6B	0.617814277638334	1
rs324017	NAB2	NAB2_2_gene	MYL6	0.999563812282392	1
rs324017	NAB2	NAB2_2_gene	SMARCC2	0.785979891291401	1
rs324017	NAB2	NAB2_2_gene	RNF41	0.446632091882825	1
rs324017	NAB2	NAB2_2_gene	SLC39A5	1	1
rs324017	NAB2	NAB2_2_gene	ANKRD52	0.687311326599971	1
rs324017	NAB2	NAB2_2_gene	COQ10A	0.109162492475649	1
rs324017	NAB2	NAB2_2_gene	CS	0.10165323260938	1
rs324017	NAB2	NAB2_2_gene	CNPY2	0.696571341858869	1
rs324017	NAB2	NAB2_2_gene	PAN2	0.634476245353525	1
rs324017	NAB2	NAB2_2_gene	IL23A	1	1
rs324017	NAB2	NAB2_2_gene	STAT2	0.222724424231484	1
rs324017	NAB2	NAB2_2_gene	APOF	1	1
rs324017	NAB2	NAB2_2_gene	TIMELESS	0.80585366796671	1
rs324017	NAB2	NAB2_2_gene	MIP	1	1
rs324017	NAB2	NAB2_2_gene	SPRYD4	0.282853468458028	1
rs324017	NAB2	NAB2_2_gene	GLS2	0.520593114136641	1
rs324017	NAB2	NAB2_2_gene	RBMS2	0.470510608290792	1
rs324017	NAB2	NAB2_2_gene	PTGES3	0.300941394811963	1
rs324017	NAB2	NAB2_2_gene	NACA	0.556427226785872	1
rs324017	NAB2	NAB2_2_gene	PRIM1	0.467804964507409	1
rs324017	NAB2	NAB2_2_gene	HSD17B6	0.369903074095243	1
rs324017	NAB2	NAB2_2_gene	SDR9C7	1	1
rs324017	NAB2	NAB2_2_gene	RDH16	1	1
rs324017	NAB2	NAB2_2_gene	GPR182	1	1
rs324017	NAB2	NAB2_2_gene	ZBTB39	0.751161399244119	1
rs324017	NAB2	NAB2_2_gene	STAT6	0.148135232177736	1
rs324017	NAB2	NAB2_2_gene	MYO1A	1	1
rs324017	NAB2	NAB2_2_gene	NAB2	0.759277623271078	1
rs324017	NAB2	NAB2_2_gene	MIR1228	1	1
rs324017	NAB2	NAB2_2_gene	NXPH4	0.33634440992063	1
rs324017	NAB2	NAB2_2_gene	SHMT2	0.281081938134246	1
rs324017	NAB2	NAB2_2_gene	NDUFA4L2	0.480471721748447	1
rs324017	NAB2	NAB2_2_gene	STAC3	1	1
rs324017	NAB2	NAB2_2_gene	INHBC	1	1
rs324017	NAB2	NAB2_2_gene	INHBE	0.228115956926047	1
rs324017	NAB2	NAB2_2_gene	GLI1	0.112357441510497	1
rs324017	NAB2	NAB2_2_gene	ARHGAP9	0.507486000209027	1
rs324017	NAB2	NAB2_2_gene	MARS	0.430081228513415	1
rs324017	NAB2	NAB2_2_gene	MIR6758	1	1
rs324017	NAB2	NAB2_2_gene	DDIT3	0.263314378866977	1
rs324017	NAB2	NAB2_2_gene	MIR616	1	1
rs324017	NAB2	NAB2_2_gene	MBD6	0.54423519467004	1
rs324017	NAB2	NAB2_2_gene	KIF5A	0.802594239696473	1
rs324017	NAB2	NAB2_2_gene	PIP4K2C	0.33163435320296	1
rs324017	NAB2	NAB2_2_gene	DTX3	0.733153763928896	1
rs324017	NAB2	NAB2_2_gene	ARHGEF25	0.523842573431091	1
rs324017	NAB2	NAB2_2_gene	SLC26A10	0.158204581458761	1
rs324017	NAB2	NAB2_2_gene	B4GALNT1	0.31860890496595	1
rs324017	NAB2	NAB2_2_gene	OS9	0.453851829152034	1
rs324017	NAB2	NAB2_2_gene	AGAP2	1	1
rs324017	NAB2	NAB2_2_gene	TSPAN31	0.127573068639429	1
rs324017	NAB2	NAB2_2_gene	CDK4	0.109797852438272	1
rs324017	NAB2	NAB2_2_gene	MIR6759	1	1
rs324017	NAB2	NAB2_2_gene	MARCH9	0.968542922535551	1
rs324017	NAB2	NAB2_2_gene	CYP27B1	0.528867532344527	1
rs324017	NAB2	NAB2_2_gene	METTL1	0.593094705523965	1
rs324017	NAB2	NAB2_2_gene	CTDSP2	0.430995901289851	1
rs324017	NAB2	NAB2_2_gene	MIR26A2	1	1
rs324017	NAB2	NAB2_2_gene	ATP23	0.778797798034229	1
rs324017	NAB2	NAB2_3_gene	NABP2	0.512532929703221	1
rs324017	NAB2	NAB2_3_gene	R3HDM2	0.615694063292588	1
rs324017	NAB2	NAB2_3_gene	ERBB3	0.5274551797612	1
rs324017	NAB2	NAB2_3_gene	BAZ2A	0.782782837025018	1
rs324017	NAB2	NAB2_3_gene	TAC3	0.668010500356846	1
rs324017	NAB2	NAB2_3_gene	LRP1	0.407742854487589	1
rs324017	NAB2	NAB2_3_gene	DCTN2	0.480396798731436	1
rs324017	NAB2	NAB2_3_gene	TSFM	0.0906371296571271	1
rs324017	NAB2	NAB2_3_gene	AVIL	0.935783987223908	1
rs324017	NAB2	NAB2_3_gene	PA2G4	0.185786557997419	1
rs324017	NAB2	NAB2_3_gene	RPL41	0.413503776676675	1
rs324017	NAB2	NAB2_3_gene	ZC3H10	0.529924928335639	1
rs324017	NAB2	NAB2_3_gene	ESYT1	0.629567513314304	1
rs324017	NAB2	NAB2_3_gene	MYL6B	0.0768448555215548	1
rs324017	NAB2	NAB2_3_gene	MYL6	0.998401653708667	1
rs324017	NAB2	NAB2_3_gene	SMARCC2	0.56753126251698	1
rs324017	NAB2	NAB2_3_gene	RNF41	0.396427836301676	1
rs324017	NAB2	NAB2_3_gene	SLC39A5	1	1
rs324017	NAB2	NAB2_3_gene	ANKRD52	0.919589163115911	1
rs324017	NAB2	NAB2_3_gene	COQ10A	0.406996042754261	1
rs324017	NAB2	NAB2_3_gene	CS	0.876909661130571	1
rs324017	NAB2	NAB2_3_gene	CNPY2	0.624562521375241	1
rs324017	NAB2	NAB2_3_gene	PAN2	0.710015807205645	1
rs324017	NAB2	NAB2_3_gene	IL23A	1	1
rs324017	NAB2	NAB2_3_gene	STAT2	0.841834419698109	1
rs324017	NAB2	NAB2_3_gene	APOF	1	1
rs324017	NAB2	NAB2_3_gene	TIMELESS	0.94023888104238	1
rs324017	NAB2	NAB2_3_gene	MIP	0.112142656469968	1
rs324017	NAB2	NAB2_3_gene	SPRYD4	0.343742023603738	1
rs324017	NAB2	NAB2_3_gene	GLS2	0.541192503958588	1
rs324017	NAB2	NAB2_3_gene	RBMS2	0.69886190009217	1
rs324017	NAB2	NAB2_3_gene	PTGES3	0.608373064771041	1
rs324017	NAB2	NAB2_3_gene	NACA	0.999978428318213	1
rs324017	NAB2	NAB2_3_gene	PRIM1	0.384723036857673	1
rs324017	NAB2	NAB2_3_gene	HSD17B6	0.361571959831633	1
rs324017	NAB2	NAB2_3_gene	SDR9C7	1	1
rs324017	NAB2	NAB2_3_gene	RDH16	1	1
rs324017	NAB2	NAB2_3_gene	GPR182	1	1
rs324017	NAB2	NAB2_3_gene	ZBTB39	0.693859552333358	1
rs324017	NAB2	NAB2_3_gene	STAT6	0.226594319142381	1
rs324017	NAB2	NAB2_3_gene	MYO1A	1	1
rs324017	NAB2	NAB2_3_gene	NAB2	0.62583238907364	1
rs324017	NAB2	NAB2_3_gene	MIR1228	1	1
rs324017	NAB2	NAB2_3_gene	NXPH4	0.695308892104693	1
rs324017	NAB2	NAB2_3_gene	SHMT2	0.0875631436015759	1
rs324017	NAB2	NAB2_3_gene	NDUFA4L2	0.545169783701088	1
rs324017	NAB2	NAB2_3_gene	STAC3	0.0919618603376985	1
rs324017	NAB2	NAB2_3_gene	INHBC	1	1
rs324017	NAB2	NAB2_3_gene	INHBE	0.752842725472146	1
rs324017	NAB2	NAB2_3_gene	GLI1	0.969436880906976	1
rs324017	NAB2	NAB2_3_gene	ARHGAP9	0.489209650375277	1
rs324017	NAB2	NAB2_3_gene	MARS	0.139983932045513	1
rs324017	NAB2	NAB2_3_gene	MIR6758	1	1
rs324017	NAB2	NAB2_3_gene	DDIT3	0.944022914173101	1
rs324017	NAB2	NAB2_3_gene	MIR616	1	1
rs324017	NAB2	NAB2_3_gene	MBD6	0.50087284897425	1
rs324017	NAB2	NAB2_3_gene	KIF5A	0.87518386462183	1
rs324017	NAB2	NAB2_3_gene	PIP4K2C	0.189323279002569	1
rs324017	NAB2	NAB2_3_gene	DTX3	0.925849358674061	1
rs324017	NAB2	NAB2_3_gene	ARHGEF25	0.931814438817438	1
rs324017	NAB2	NAB2_3_gene	SLC26A10	0.997744545361775	1
rs324017	NAB2	NAB2_3_gene	B4GALNT1	0.500672773788107	1
rs324017	NAB2	NAB2_3_gene	OS9	0.355510449078436	1
rs324017	NAB2	NAB2_3_gene	AGAP2	1	1
rs324017	NAB2	NAB2_3_gene	TSPAN31	0.85733337983161	1
rs324017	NAB2	NAB2_3_gene	CDK4	0.71316939370161	1
rs324017	NAB2	NAB2_3_gene	MIR6759	1	1
rs324017	NAB2	NAB2_3_gene	MARCH9	0.538097132822787	1
rs324017	NAB2	NAB2_3_gene	CYP27B1	0.763775816796668	1
rs324017	NAB2	NAB2_3_gene	METTL1	0.238760988570261	1
rs324017	NAB2	NAB2_3_gene	CTDSP2	0.804179481135239	1
rs324017	NAB2	NAB2_3_gene	MIR26A2	1	1
rs324017	NAB2	NAB2_3_gene	ATP23	0.852572646263005	1
rs301791	RERE	RERE_1_gene	SLC45A1	0.334003405731558	1
rs301791	RERE	RERE_1_gene	CAMTA1	0.111072019021305	1
rs301791	RERE	RERE_1_gene	PER3	0.551282412492841	1
rs301791	RERE	RERE_1_gene	TNFRSF9	0.795440172629354	1
rs301791	RERE	RERE_1_gene	RERE	0.227089819421921	1
rs301791	RERE	RERE_1_gene	GPR157	0.797112337604171	1
rs301791	RERE	RERE_1_gene	H6PD	0.352554836225616	1
rs301791	RERE	RERE_1_gene	VAMP3	0.771213203092539	1
rs301791	RERE	RERE_1_gene	UTS2	1	1
rs301791	RERE	RERE_1_gene	PARK7	0.450184657333625	1
rs301791	RERE	RERE_1_gene	ERRFI1	0.150071032034841	1
rs301791	RERE	RERE_1_gene	ENO1	0.707143328475869	1
rs301791	RERE	RERE_1_gene	MIR6728	1	1
rs301791	RERE	RERE_1_gene	CA6	0.549117932500191	1
rs301791	RERE	RERE_1_gene	SLC2A7	1	1
rs301791	RERE	RERE_1_gene	SLC2A5	1	1
rs301791	RERE	RERE_1_gene	MIR34AHG	0.985413413841444	1
rs301791	RERE	RERE_1_gene	MIR34A	1	1
rs301791	RERE	RERE_1_gene	SPSB1	0.386703497283837	1
rs301791	RERE	RERE_2_gene	SLC45A1	0.841540007215532	1
rs301791	RERE	RERE_2_gene	CAMTA1	0.699039222448926	1
rs301791	RERE	RERE_2_gene	PER3	0.890474371054107	1
rs301791	RERE	RERE_2_gene	TNFRSF9	0.751466525379663	1
rs301791	RERE	RERE_2_gene	RERE	0.508309547977185	1
rs301791	RERE	RERE_2_gene	GPR157	0.238828759896439	1
rs301791	RERE	RERE_2_gene	H6PD	0.525767117128173	1
rs301791	RERE	RERE_2_gene	VAMP3	0.732522309055876	1
rs301791	RERE	RERE_2_gene	UTS2	1	1
rs301791	RERE	RERE_2_gene	PARK7	0.63713096461642	1
rs301791	RERE	RERE_2_gene	ERRFI1	0.0487933836984021	1
rs301791	RERE	RERE_2_gene	ENO1	0.706784321973508	1
rs301791	RERE	RERE_2_gene	MIR6728	1	1
rs301791	RERE	RERE_2_gene	CA6	0.555803296663619	1
rs301791	RERE	RERE_2_gene	SLC2A7	1	1
rs301791	RERE	RERE_2_gene	SLC2A5	1	1
rs301791	RERE	RERE_2_gene	MIR34AHG	0.89422187733446	1
rs301791	RERE	RERE_2_gene	MIR34A	1	1
rs301791	RERE	RERE_2_gene	SPSB1	0.554372696884954	1
rs301791	RERE	RERE_3_gene	SLC45A1	0.0920108415603669	1
rs301791	RERE	RERE_3_gene	CAMTA1	0.738133785384185	1
rs301791	RERE	RERE_3_gene	PER3	0.42103695539711	1
rs301791	RERE	RERE_3_gene	TNFRSF9	0.186358870238657	1
rs301791	RERE	RERE_3_gene	RERE	0.679063346897317	1
rs301791	RERE	RERE_3_gene	GPR157	0.493870156800174	1
rs301791	RERE	RERE_3_gene	H6PD	0.408347717171492	1
rs301791	RERE	RERE_3_gene	VAMP3	0.910094491498845	1
rs301791	RERE	RERE_3_gene	UTS2	1	1
rs301791	RERE	RERE_3_gene	PARK7	0.961750546199845	1
rs301791	RERE	RERE_3_gene	ERRFI1	0.199071510573008	1
rs301791	RERE	RERE_3_gene	ENO1	0.851944980932638	1
rs301791	RERE	RERE_3_gene	MIR6728	1	1
rs301791	RERE	RERE_3_gene	CA6	0.68228344899825	1
rs301791	RERE	RERE_3_gene	SLC2A7	1	1
rs301791	RERE	RERE_3_gene	SLC2A5	1	1
