locus_SNP	locus	gRNA	cisGene	MASTcpmdetvalue	FDR
rs324017	NAB2	NAB2_3_gene	PRIM1	0.384723036857673	1
rs324017	NAB2	NAB2_3_gene	HSD17B6	0.361571959831633	1
rs324017	NAB2	NAB2_3_gene	SDR9C7	1	1
rs324017	NAB2	NAB2_3_gene	ZBTB39	0.693859552333358	1
rs324017	NAB2	NAB2_3_gene	GPR182	1	1
rs324017	NAB2	NAB2_3_gene	RDH16	1	1
rs324017	NAB2	NAB2_3_gene	STAT6	0.226594319142381	1
rs324017	NAB2	NAB2_3_gene	MYO1A	1	1
rs324017	NAB2	NAB2_3_gene	NAB2	0.62583238907364	1
rs324017	NAB2	NAB2_3_gene	SHMT2	0.0875631436015759	1
rs324017	NAB2	NAB2_3_gene	STAC3	0.0919618603376985	1
rs324017	NAB2	NAB2_3_gene	NXPH4	0.695308892104693	1
rs324017	NAB2	NAB2_3_gene	MIR1228	1	1
rs324017	NAB2	NAB2_3_gene	NDUFA4L2	0.545169783701088	1
rs324017	NAB2	NAB2_3_gene	INHBE	0.752842725472146	1
rs324017	NAB2	NAB2_3_gene	GLI1	0.969436880906976	1
rs324017	NAB2	NAB2_3_gene	DDIT3	0.944022914173101	1
rs324017	NAB2	NAB2_3_gene	INHBC	1	1
rs324017	NAB2	NAB2_3_gene	MBD6	0.50087284897425	1
rs324017	NAB2	NAB2_3_gene	MIR6758	1	1
rs324017	NAB2	NAB2_3_gene	ARHGAP9	0.489209650375277	1
rs324017	NAB2	NAB2_3_gene	MARS	0.139983932045513	1
rs324017	NAB2	NAB2_3_gene	MIR616	1	1
rs324017	NAB2	NAB2_3_gene	KIF5A	0.87518386462183	1
rs324017	NAB2	NAB2_3_gene	PIP4K2C	0.189323279002569	1
rs301791	RERE	RERE_1_gene	SLC45A1	0.334003405731558	1
rs301791	RERE	RERE_1_gene	TNFRSF9	0.795440172629354	1
rs301791	RERE	RERE_1_gene	RERE	0.227089819421921	1
rs301791	RERE	RERE_1_gene	PARK7	0.450184657333625	1
rs301791	RERE	RERE_1_gene	ERRFI1	0.150071032034841	1
rs301791	RERE	RERE_1_gene	ENO1	0.707143328475869	1
rs301791	RERE	RERE_1_gene	MIR6728	1	1
rs301791	RERE	RERE_2_gene	SLC45A1	0.841540007215532	1
rs301791	RERE	RERE_2_gene	TNFRSF9	0.751466525379663	1
rs301791	RERE	RERE_2_gene	RERE	0.508309547977185	1
rs301791	RERE	RERE_2_gene	PARK7	0.63713096461642	1
rs301791	RERE	RERE_2_gene	ERRFI1	0.0487933836984021	1
rs301791	RERE	RERE_2_gene	ENO1	0.706784321973508	1
rs301791	RERE	RERE_2_gene	MIR6728	1	1
rs301791	RERE	RERE_3_gene	SLC45A1	0.0920108415603669	1
rs301791	RERE	RERE_3_gene	TNFRSF9	0.186358870238657	1
rs301791	RERE	RERE_3_gene	RERE	0.679063346897317	1
rs301791	RERE	RERE_3_gene	PARK7	0.961750546199845	1
rs301791	RERE	RERE_3_gene	ERRFI1	0.199071510573008	1
rs301791	RERE	RERE_3_gene	ENO1	0.851944980932638	1
rs301791	RERE	RERE_3_gene	MIR6728	1	1
rs324015	STAT6	STAT6_1_gene	R3HDM2	0.357584107074942	1
rs324015	STAT6	STAT6_1_gene	BAZ2A	0.125543468648977	1
rs324015	STAT6	STAT6_1_gene	TAC3	0.664770677133472	1
rs324015	STAT6	STAT6_1_gene	LRP1	0.447013393470551	1
rs324015	STAT6	STAT6_1_gene	DCTN2	0.803123710944666	1
rs324015	STAT6	STAT6_1_gene	PTGES3	0.973962742125675	1
rs324015	STAT6	STAT6_1_gene	NACA	0.864509684590021	1
rs324015	STAT6	STAT6_1_gene	PRIM1	0.923677159572325	1
rs324015	STAT6	STAT6_1_gene	HSD17B6	0.370136071911936	1
rs324015	STAT6	STAT6_1_gene	SDR9C7	1	1
rs324015	STAT6	STAT6_1_gene	ZBTB39	0.436646152429911	1
rs324015	STAT6	STAT6_1_gene	GPR182	1	1
rs324015	STAT6	STAT6_1_gene	RDH16	1	1
rs324015	STAT6	STAT6_1_gene	STAT6	0.163357044614528	1
rs324015	STAT6	STAT6_1_gene	MYO1A	1	1
rs324015	STAT6	STAT6_1_gene	NAB2	0.319261804147738	1
rs324015	STAT6	STAT6_1_gene	SHMT2	0.704470659441636	1
rs324015	STAT6	STAT6_1_gene	STAC3	1	1
rs324015	STAT6	STAT6_1_gene	NXPH4	0.734891002060263	1
rs324015	STAT6	STAT6_1_gene	MIR1228	1	1
rs324015	STAT6	STAT6_1_gene	NDUFA4L2	0.483486763597691	1
rs324015	STAT6	STAT6_1_gene	INHBE	0.281058131067292	1
rs324015	STAT6	STAT6_1_gene	GLI1	0.851031364715637	1
rs324015	STAT6	STAT6_1_gene	DDIT3	0.437902599390622	1
rs324015	STAT6	STAT6_1_gene	INHBC	1	1
rs324015	STAT6	STAT6_1_gene	MBD6	0.55844477246423	1
rs324015	STAT6	STAT6_1_gene	MIR6758	1	1
rs324015	STAT6	STAT6_1_gene	ARHGAP9	0.507348380288757	1
rs324015	STAT6	STAT6_1_gene	MARS	0.801745464169547	1
rs324015	STAT6	STAT6_1_gene	MIR616	1	1
rs324015	STAT6	STAT6_1_gene	KIF5A	0.810746068260955	1
rs324015	STAT6	STAT6_1_gene	PIP4K2C	0.826039516415692	1
rs324015	STAT6	STAT6_2_gene	R3HDM2	0.4014257079002	1
rs324015	STAT6	STAT6_2_gene	BAZ2A	0.731962021196677	1
rs324015	STAT6	STAT6_2_gene	TAC3	0.582249923230917	1
rs324015	STAT6	STAT6_2_gene	LRP1	0.0433985262266836	1
rs324015	STAT6	STAT6_2_gene	DCTN2	0.964247570724974	1
rs324015	STAT6	STAT6_2_gene	PTGES3	0.968016225262892	1
rs324015	STAT6	STAT6_2_gene	NACA	0.751182457225835	1
rs324015	STAT6	STAT6_2_gene	PRIM1	0.892446060008113	1
rs324015	STAT6	STAT6_2_gene	HSD17B6	0.254343892189842	1
rs324015	STAT6	STAT6_2_gene	SDR9C7	1	1
rs324015	STAT6	STAT6_2_gene	ZBTB39	0.808719698588891	1
rs324015	STAT6	STAT6_2_gene	GPR182	1	1
rs324015	STAT6	STAT6_2_gene	RDH16	0.134507498294871	1
rs324015	STAT6	STAT6_2_gene	STAT6	0.126601315944571	1
rs324015	STAT6	STAT6_2_gene	MYO1A	1	1
rs324015	STAT6	STAT6_2_gene	NAB2	0.705348309464418	1
rs324015	STAT6	STAT6_2_gene	SHMT2	0.0784423076433754	1
rs324015	STAT6	STAT6_2_gene	STAC3	1	1
rs324015	STAT6	STAT6_2_gene	NXPH4	0.583471925199888	1
rs324015	STAT6	STAT6_2_gene	MIR1228	1	1
rs324015	STAT6	STAT6_2_gene	NDUFA4L2	0.37792730866202	1
rs324015	STAT6	STAT6_2_gene	INHBE	0.84746152029537	1
rs324015	STAT6	STAT6_2_gene	GLI1	0.991666776007858	1
rs324015	STAT6	STAT6_2_gene	DDIT3	0.582180646124245	1
rs324015	STAT6	STAT6_2_gene	INHBC	1	1
rs324015	STAT6	STAT6_2_gene	MBD6	0.874912822013155	1
rs324015	STAT6	STAT6_2_gene	MIR6758	1	1
rs324015	STAT6	STAT6_2_gene	ARHGAP9	0.378344894451497	1
rs324015	STAT6	STAT6_2_gene	MARS	0.910655734075067	1
rs324015	STAT6	STAT6_2_gene	MIR616	1	1
rs324015	STAT6	STAT6_2_gene	KIF5A	0.712805250116017	1
rs324015	STAT6	STAT6_2_gene	PIP4K2C	0.976784336091874	1
rs324015	STAT6	STAT6_3_gene	R3HDM2	0.867592506953505	1
rs324015	STAT6	STAT6_3_gene	BAZ2A	0.421751662885291	1
rs324015	STAT6	STAT6_3_gene	TAC3	0.506663046449807	1
rs324015	STAT6	STAT6_3_gene	LRP1	0.811342447967594	1
rs324015	STAT6	STAT6_3_gene	DCTN2	0.257460522245416	1
rs324015	STAT6	STAT6_3_gene	PTGES3	0.220748254023412	1
rs324015	STAT6	STAT6_3_gene	NACA	0.840422859181034	1
rs324015	STAT6	STAT6_3_gene	PRIM1	0.981468786722315	1
rs324015	STAT6	STAT6_3_gene	HSD17B6	0.746937347559251	1
rs324015	STAT6	STAT6_3_gene	SDR9C7	1	1
rs324015	STAT6	STAT6_3_gene	ZBTB39	0.946689249013546	1
rs324015	STAT6	STAT6_3_gene	GPR182	1	1
rs324015	STAT6	STAT6_3_gene	RDH16	0.206564809524029	1
rs324015	STAT6	STAT6_3_gene	STAT6	0.0809703555873449	1
rs324015	STAT6	STAT6_3_gene	MYO1A	1	1
rs324015	STAT6	STAT6_3_gene	NAB2	0.0810610291744806	1
rs324015	STAT6	STAT6_3_gene	SHMT2	0.680028563722364	1
rs324015	STAT6	STAT6_3_gene	STAC3	0.20274629734648	1
rs324015	STAT6	STAT6_3_gene	NXPH4	0.600603198809122	1
rs324015	STAT6	STAT6_3_gene	MIR1228	1	1
rs324015	STAT6	STAT6_3_gene	NDUFA4L2	0.462884231295086	1
rs324015	STAT6	STAT6_3_gene	INHBE	0.686771213396555	1
rs324015	STAT6	STAT6_3_gene	GLI1	0.953305018374334	1
rs324015	STAT6	STAT6_3_gene	DDIT3	0.549195940507484	1
rs324015	STAT6	STAT6_3_gene	INHBC	1	1
rs324015	STAT6	STAT6_3_gene	MBD6	0.112105614926303	1
rs324015	STAT6	STAT6_3_gene	MIR6758	1	1
rs324015	STAT6	STAT6_3_gene	ARHGAP9	0.966570964493974	1
rs324015	STAT6	STAT6_3_gene	MARS	0.247449026870166	1
rs324015	STAT6	STAT6_3_gene	MIR616	1	1
rs324015	STAT6	STAT6_3_gene	KIF5A	0.832554611014661	1
rs324015	STAT6	STAT6_3_gene	PIP4K2C	0.459377568808054	1
rs9882911	TRANK1	TRANK1_1_gene	STAC	0.527686063005379	1
rs9882911	TRANK1	TRANK1_1_gene	GOLGA4	0.218765404905046	1
rs9882911	TRANK1	TRANK1_1_gene	TRANK1	1	1
rs9882911	TRANK1	TRANK1_1_gene	DCLK3	1	1
rs9882911	TRANK1	TRANK1_1_gene	MLH1	0.934635672892934	1
rs9882911	TRANK1	TRANK1_1_gene	EPM2AIP1	0.818815953802817	1
rs9882911	TRANK1	TRANK1_1_gene	LRRFIP2	0.537259440982569	1
rs9882911	TRANK1	TRANK1_2_gene	STAC	0.604387889199005	1
rs9882911	TRANK1	TRANK1_2_gene	GOLGA4	0.534067352014337	1
rs9882911	TRANK1	TRANK1_2_gene	TRANK1	1	1
rs9882911	TRANK1	TRANK1_2_gene	DCLK3	1	1
rs9882911	TRANK1	TRANK1_2_gene	MLH1	0.553783277784693	1
rs9882911	TRANK1	TRANK1_2_gene	EPM2AIP1	0.405436984126268	1
rs9882911	TRANK1	TRANK1_2_gene	LRRFIP2	0.139756786893999	1
rs9882911	TRANK1	TRANK1_3_gene	STAC	0.39042495148034	1
rs9882911	TRANK1	TRANK1_3_gene	GOLGA4	0.676177375079085	1
rs9882911	TRANK1	TRANK1_3_gene	TRANK1	1	1
rs9882911	TRANK1	TRANK1_3_gene	DCLK3	1	1
rs9882911	TRANK1	TRANK1_3_gene	MLH1	0.428987754972105	1
rs9882911	TRANK1	TRANK1_3_gene	EPM2AIP1	0.79911500750054	1
rs9882911	TRANK1	TRANK1_3_gene	LRRFIP2	0.782708271766658	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	ADAMTSL3	1	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	PDE8A	0.247520000947912	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	SLC28A1	1	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	ZNF592	0.347570732279621	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	WDR73	0.124489946200571	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	GOLGA6L4	0.662534316341375	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	ZSCAN2	0.244986444232838	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	SEC11A	0.76667665016143	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	NMB	0.611451475932345	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	ALPK3	0.0560687697524153	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	ADAMTSL3	1	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	PDE8A	0.370531829436616	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	SLC28A1	1	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	ZNF592	0.863100735124618	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	WDR73	0.780456298422203	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	GOLGA6L4	0.174841399738305	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	ZSCAN2	0.907215131297229	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	SEC11A	0.345006084441756	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	NMB	0.820816338697889	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	ALPK3	1	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	ADAMTSL3	1	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	PDE8A	0.942908843955988	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	SLC28A1	1	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	ZNF592	0.870582309735865	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	WDR73	0.671079282326374	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	GOLGA6L4	0.607880392178572	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	ZSCAN2	0.316121662320925	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	SEC11A	0.022526015816574	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	NMB	0.961447702406762	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	ALPK3	1	1
rs2027349	VPS45	VPS45_1_gene	OTUD7B	0.863228276163389	1
rs2027349	VPS45	VPS45_1_gene	PPIAL4A	1	1
rs2027349	VPS45	VPS45_1_gene	PPIAL4C	0.789377220304059	1
rs2027349	VPS45	VPS45_1_gene	VPS45	0.032852783281509	1
rs2027349	VPS45	VPS45_1_gene	TARS2	0.269761377549846	1
rs2027349	VPS45	VPS45_1_gene	RPRD2	0.716138054527987	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2AA4	1	1
rs2027349	VPS45	VPS45_1_gene	HIST2H3A	1	1
rs2027349	VPS45	VPS45_1_gene	HIST2H3C	1	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2BF	0.64012700216118	1
rs2027349	VPS45	VPS45_1_gene	HIST2H4A	1	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2AA3	1	1
rs2027349	VPS45	VPS45_1_gene	HIST2H3D	0.791335469572841	1
rs2027349	VPS45	VPS45_1_gene	HIST2H4B	1	1
rs2027349	VPS45	VPS45_1_gene	FCGR1A	1	1
rs2027349	VPS45	VPS45_1_gene	MTMR11	0.00172313752725687	1
rs2027349	VPS45	VPS45_1_gene	SV2A	0.344466454701982	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2AC	0.511370347004269	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2BE	0.311490557924166	1
rs2027349	VPS45	VPS45_1_gene	BOLA1	0.702008555017648	1
rs2027349	VPS45	VPS45_1_gene	SF3B4	0.54239159797101	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2AB	1	1
rs2027349	VPS45	VPS45_1_gene	PLEKHO1	0.947972404582256	1
rs2027349	VPS45	VPS45_1_gene	ANP32E	0.0391862583075694	1
rs2027349	VPS45	VPS45_1_gene	APH1A	0.327679163938399	1
rs2027349	VPS45	VPS45_1_gene	CIART	0.788907701085516	1
rs2027349	VPS45	VPS45_1_gene	C1orf54	0.00367970545056002	1
rs2027349	VPS45	VPS45_1_gene	MRPS21	0.59779631393583	1
rs2027349	VPS45	VPS45_1_gene	PRPF3	0.176065229094258	1
rs2027349	VPS45	VPS45_1_gene	CA14	0.919455232066943	1
rs2027349	VPS45	VPS45_1_gene	MIR6878	1	1
rs2027349	VPS45	VPS45_1_gene	ADAMTSL4	0.0720334316363434	1
rs2027349	VPS45	VPS45_1_gene	ECM1	0.814284703175156	1
rs2027349	VPS45	VPS45_1_gene	ADAMTSL4-AS1	0.788907701085516	1
rs2027349	VPS45	VPS45_1_gene	MIR4257	1	1
rs2027349	VPS45	VPS45_2_gene	OTUD7B	0.107574655905694	1
rs2027349	VPS45	VPS45_2_gene	PPIAL4A	1	1
rs2027349	VPS45	VPS45_2_gene	PPIAL4C	0.801092583084731	1
rs2027349	VPS45	VPS45_2_gene	VPS45	4.7786928405109e-05	0.711451790095263
rs2027349	VPS45	VPS45_2_gene	TARS2	0.0749970517015488	1
rs2027349	VPS45	VPS45_2_gene	RPRD2	0.235406842973619	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2AA4	1	1
rs2027349	VPS45	VPS45_2_gene	HIST2H3A	1	1
rs2027349	VPS45	VPS45_2_gene	HIST2H3C	1	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2BF	0.205576244290895	1
rs2027349	VPS45	VPS45_2_gene	HIST2H4A	1	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2AA3	1	1
rs2027349	VPS45	VPS45_2_gene	HIST2H3D	0.367941278358599	1
rs2027349	VPS45	VPS45_2_gene	HIST2H4B	1	1
rs2027349	VPS45	VPS45_2_gene	FCGR1A	1	1
rs2027349	VPS45	VPS45_2_gene	MTMR11	0.379903773539982	1
rs2027349	VPS45	VPS45_2_gene	SV2A	0.0243745565624828	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2AC	0.390674365650192	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2BE	0.217796651664285	1
rs2027349	VPS45	VPS45_2_gene	BOLA1	0.425792138924931	1
rs2027349	VPS45	VPS45_2_gene	SF3B4	0.337554612196647	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2AB	1	1
rs2027349	VPS45	VPS45_2_gene	PLEKHO1	0.856248759506819	1
rs2027349	VPS45	VPS45_2_gene	ANP32E	0.932852456814423	1
rs2027349	VPS45	VPS45_2_gene	APH1A	0.881081102723127	1
rs2027349	VPS45	VPS45_2_gene	CIART	0.404052501802856	1
rs2027349	VPS45	VPS45_2_gene	C1orf54	0.120103474723265	1
rs2027349	VPS45	VPS45_2_gene	MRPS21	0.247024206984444	1
rs2027349	VPS45	VPS45_2_gene	PRPF3	0.399200440295101	1
rs2027349	VPS45	VPS45_2_gene	CA14	0.326071918712892	1
rs2027349	VPS45	VPS45_2_gene	MIR6878	1	1
rs2027349	VPS45	VPS45_2_gene	ADAMTSL4	1	1
rs2027349	VPS45	VPS45_2_gene	ECM1	0.295686151307544	1
rs2027349	VPS45	VPS45_2_gene	ADAMTSL4-AS1	0.404052501802856	1
rs2027349	VPS45	VPS45_2_gene	MIR4257	1	1
rs2027349	VPS45	VPS45_3_gene	OTUD7B	0.871420418088058	1
rs2027349	VPS45	VPS45_3_gene	PPIAL4A	1	1
rs2027349	VPS45	VPS45_3_gene	PPIAL4C	0.894091533182497	1
rs2027349	VPS45	VPS45_3_gene	VPS45	0.0501800286065592	1
rs2027349	VPS45	VPS45_3_gene	TARS2	0.563621413730408	1
rs2027349	VPS45	VPS45_3_gene	RPRD2	0.833029027987043	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2AA4	1	1
rs2027349	VPS45	VPS45_3_gene	HIST2H3A	1	1
rs2027349	VPS45	VPS45_3_gene	HIST2H3C	1	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2BF	0.71004196081068	1
rs2027349	VPS45	VPS45_3_gene	HIST2H4A	1	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2AA3	1	1
rs2027349	VPS45	VPS45_3_gene	HIST2H3D	0.911925571399152	1
rs2027349	VPS45	VPS45_3_gene	HIST2H4B	1	1
rs2027349	VPS45	VPS45_3_gene	FCGR1A	1	1
rs2027349	VPS45	VPS45_3_gene	MTMR11	0.831585977330059	1
rs2027349	VPS45	VPS45_3_gene	SV2A	0.498021860965774	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2AC	0.131622875911042	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2BE	0.257710836654346	1
rs2027349	VPS45	VPS45_3_gene	BOLA1	0.79771683994969	1
rs2027349	VPS45	VPS45_3_gene	SF3B4	0.0207808336813317	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2AB	1	1
rs2027349	VPS45	VPS45_3_gene	PLEKHO1	0.799229995490534	1
rs2027349	VPS45	VPS45_3_gene	ANP32E	0.599182651525707	1
rs2027349	VPS45	VPS45_3_gene	APH1A	0.85149635301545	1
rs2027349	VPS45	VPS45_3_gene	CIART	0.884987625247505	1
rs2027349	VPS45	VPS45_3_gene	C1orf54	0.395192806052037	1
rs2027349	VPS45	VPS45_3_gene	MRPS21	0.802438632154054	1
rs2027349	VPS45	VPS45_3_gene	PRPF3	0.661030137534685	1
rs2027349	VPS45	VPS45_3_gene	CA14	0.227365783150054	1
rs2027349	VPS45	VPS45_3_gene	MIR6878	1	1
rs2027349	VPS45	VPS45_3_gene	ADAMTSL4	1	1
rs2027349	VPS45	VPS45_3_gene	ECM1	0.967767111713409	1
rs2027349	VPS45	VPS45_3_gene	ADAMTSL4-AS1	0.884987625247505	1
rs2027349	VPS45	VPS45_3_gene	MIR4257	1	1
rs186132169	NGEF	NGEF_1_gene	NGEF	0.502836033040837	1
rs186132169	NGEF	NGEF_1_gene	EIF4E2	0.817851051746523	1
rs186132169	NGEF	NGEF_1_gene	GIGYF2	0.176323091489288	1
rs186132169	NGEF	NGEF_1_gene	INPP5D	0.843395384639863	1
rs186132169	NGEF	NGEF_1_gene	DGKD	0.997819833582131	1
rs186132169	NGEF	NGEF_1_gene	SAG	0.806417331008604	1
rs186132169	NGEF	NGEF_1_gene	PRSS56	0.851295249368234	1
rs186132169	NGEF	NGEF_1_gene	CHRND	1	1
rs186132169	NGEF	NGEF_1_gene	MIR5001	1	1
rs186132169	NGEF	NGEF_1_gene	CHRNG	1	1
rs186132169	NGEF	NGEF_1_gene	TIGD1	0.515724300922635	1
rs186132169	NGEF	NGEF_1_gene	ECEL1	0.851295249368234	1
rs186132169	NGEF	NGEF_1_gene	ALPI	1	1
rs186132169	NGEF	NGEF_1_gene	EFHD1	0.798489145048862	1
rs186132169	NGEF	NGEF_1_gene	KCNJ13	1	1
rs186132169	NGEF	NGEF_1_gene	NEU2	1	1
rs186132169	NGEF	NGEF_1_gene	ATG16L1	0.673225551700264	1
rs186132169	NGEF	NGEF_2_gene	NGEF	0.787725021620398	1
rs186132169	NGEF	NGEF_2_gene	EIF4E2	0.846755724068203	1
rs186132169	NGEF	NGEF_2_gene	GIGYF2	0.0393357379794791	1
rs186132169	NGEF	NGEF_2_gene	INPP5D	0.942764540847506	1
rs186132169	NGEF	NGEF_2_gene	DGKD	0.408551126467414	1
rs186132169	NGEF	NGEF_2_gene	SAG	0.946039837768627	1
rs186132169	NGEF	NGEF_2_gene	PRSS56	1	1
rs186132169	NGEF	NGEF_2_gene	CHRND	1	1
rs186132169	NGEF	NGEF_2_gene	MIR5001	1	1
rs186132169	NGEF	NGEF_2_gene	CHRNG	1	1
rs186132169	NGEF	NGEF_2_gene	TIGD1	0.775328924200779	1
rs186132169	NGEF	NGEF_2_gene	ECEL1	1	1
rs186132169	NGEF	NGEF_2_gene	ALPI	1	1
rs186132169	NGEF	NGEF_2_gene	EFHD1	0.310978800139401	1
rs186132169	NGEF	NGEF_2_gene	KCNJ13	1	1
rs186132169	NGEF	NGEF_2_gene	NEU2	1	1
rs186132169	NGEF	NGEF_2_gene	ATG16L1	0.515188159770297	1
rs9661794	DPYD	DPYD_1_gene	DPYD	0.158631757162346	1
rs9661794	DPYD	DPYD_1_gene	MIR137HG	1	1
rs9661794	DPYD	DPYD_1_gene	MIR2682	1	1
rs9661794	DPYD	DPYD_1_gene	MIR137	1	1
rs9661794	DPYD	DPYD_2_gene	DPYD	1	1
rs9661794	DPYD	DPYD_2_gene	MIR137HG	1	1
rs9661794	DPYD	DPYD_2_gene	MIR2682	1	1
rs9661794	DPYD	DPYD_2_gene	MIR137	1	1
rs9661794	DPYD	DPYD_3_gene	DPYD	1	1
rs9661794	DPYD	DPYD_3_gene	MIR137HG	1	1
rs9661794	DPYD	DPYD_3_gene	MIR2682	1	1
rs9661794	DPYD	DPYD_3_gene	MIR137	1	1
rs7936858	LOC100507431	LOC100507431_1_gene	C11orf44	1	1
rs7936858	LOC100507431	LOC100507431_1_gene	ADAMTS8	1	1
rs7936858	LOC100507431	LOC100507431_1_gene	ADAMTS15	0.892201000826539	1
rs7936858	LOC100507431	LOC100507431_1_gene	MIR8052	1	1
rs7936858	LOC100507431	LOC100507431_1_gene	SNX19	0.939852237754609	1
rs7936858	LOC100507431	LOC100507431_2_gene	C11orf44	1	1
rs7936858	LOC100507431	LOC100507431_2_gene	ADAMTS8	1	1
rs7936858	LOC100507431	LOC100507431_2_gene	ADAMTS15	0.182004981300609	1
rs7936858	LOC100507431	LOC100507431_2_gene	MIR8052	1	1
rs7936858	LOC100507431	LOC100507431_2_gene	SNX19	0.87824092525404	1
rs7936858	LOC100507431	LOC100507431_3_gene	C11orf44	1	1
rs7936858	LOC100507431	LOC100507431_3_gene	ADAMTS8	1	1
rs7936858	LOC100507431	LOC100507431_3_gene	ADAMTS15	0.769031373272376	1
rs7936858	LOC100507431	LOC100507431_3_gene	MIR8052	1	1
rs7936858	LOC100507431	LOC100507431_3_gene	SNX19	0.340294568313513	1
rs3861678	LINC00637	LINC00637_1_gene	MARK3	0.728277197957141	1
rs3861678	LINC00637	LINC00637_1_gene	PPP1R13B	0.828437321812963	1
rs3861678	LINC00637	LINC00637_1_gene	TDRD9	1	1
rs3861678	LINC00637	LINC00637_1_gene	TRMT61A	0.276729259534011	1
rs3861678	LINC00637	LINC00637_1_gene	BAG5	0.44966656774211	1
rs3861678	LINC00637	LINC00637_1_gene	APOPT1	0.101569684003495	1
rs3861678	LINC00637	LINC00637_1_gene	CKB	0.876310918267904	1
rs3861678	LINC00637	LINC00637_1_gene	ZFYVE21	0.416835540639791	1
rs3861678	LINC00637	LINC00637_1_gene	KLC1	0.908688209490519	1
rs3861678	LINC00637	LINC00637_1_gene	XRCC3	0.348244289483921	1
rs3861678	LINC00637	LINC00637_1_gene	LINC00637	1	1
rs3861678	LINC00637	LINC00637_1_gene	RD3L	1	1
rs3861678	LINC00637	LINC00637_1_gene	MIR203B	1	1
rs3861678	LINC00637	LINC00637_1_gene	ASPG	1	1
rs3861678	LINC00637	LINC00637_1_gene	MIR203A	1	1
rs3861678	LINC00637	LINC00637_1_gene	KIF26A	0.830587455586138	1
rs3861678	LINC00637	LINC00637_2_gene	MARK3	0.438421096582018	1
rs3861678	LINC00637	LINC00637_2_gene	PPP1R13B	0.416850755006502	1
rs3861678	LINC00637	LINC00637_2_gene	TDRD9	1	1
rs3861678	LINC00637	LINC00637_2_gene	TRMT61A	0.181480018954195	1
rs3861678	LINC00637	LINC00637_2_gene	BAG5	0.680196078616691	1
rs3861678	LINC00637	LINC00637_2_gene	APOPT1	0.435485377573253	1
rs3861678	LINC00637	LINC00637_2_gene	CKB	0.999726696104862	1
rs3861678	LINC00637	LINC00637_2_gene	ZFYVE21	0.893713435885312	1
rs3861678	LINC00637	LINC00637_2_gene	KLC1	0.287720404352645	1
rs3861678	LINC00637	LINC00637_2_gene	XRCC3	0.785227480610494	1
rs3861678	LINC00637	LINC00637_2_gene	LINC00637	1	1
